"mu"	"xi"	"logsigma"
280.257446228165	0.0544609584257744	3.80500080477571
280.257446228165	0.0544609584257744	3.81535756079184
280.257446228165	0.0544609584257744	3.86592369063088
285.517196197389	0.0544609584257744	3.86592369063088
285.517196197389	0.0544609584257744	3.86592369063088
285.517196197389	-0.00730502504876211	3.86592369063088
285.517196197389	-0.0671677652497611	3.88340171312599
289.43070036512	-0.0671677652497611	3.88340171312599
289.43070036512	-0.0671677652497611	3.88340171312599
289.43070036512	-0.0378352624438585	3.86003245886108
287.680674798669	0.046208692895337	3.86003245886108
287.680674798669	0.046208692895337	3.86003245886108
287.680674798669	-0.0935224891348435	3.86003245886108
287.680674798669	-0.0736919271503095	3.86003245886108
287.680674798669	-0.0736919271503095	3.86003245886108
287.271594810009	-0.0736919271503095	3.81651338920074
287.271594810009	-0.0736919271503095	3.81651338920074
287.271594810009	-0.0452182008888796	3.79206687693689
287.271594810009	-0.0452182008888796	3.79206687693689
287.271594810009	0.0161269072537103	3.79206687693689
287.271594810009	0.0161269072537103	3.80671253185161
287.271594810009	0.0161269072537103	3.80671253185161
287.271594810009	0.0161269072537103	3.7522671803819
287.271594810009	0.0161269072537103	3.7522671803819
287.271594810009	0.0161269072537103	3.7522671803819
287.265010268839	0.0107130886140194	3.7522671803819
287.265010268839	0.0107130886140194	3.7522671803819
281.364772033739	0.0107130886140194	3.7522671803819
281.364772033739	0.0107130886140194	3.85462163659881
280.54069690633	0.0107130886140194	3.85462163659881
280.54069690633	0.0107130886140194	3.85462163659881
283.755803761957	-0.0350367837328135	3.85462163659881
283.755803761957	-0.0350367837328135	3.85462163659881
283.755803761957	-0.0350367837328135	3.84487459721889
282.659485254826	0.0707046153023259	3.76396589025406
282.659485254826	0.0707046153023259	3.76396589025406
282.659485254826	0.0128652344176262	3.76396589025406
282.659485254826	0.0128652344176262	3.76396589025406
282.659485254826	0.0128652344176262	3.76396589025406
282.659485254826	0.0128652344176262	3.91462894750881
282.659485254826	0.0128652344176262	3.91462894750881
282.659485254826	-0.045268373415349	3.91462894750881
282.659485254826	-0.045268373415349	3.78726330718041
288.849283848682	-0.045268373415349	3.78726330718041
291.584139572517	-0.0709797176894294	3.78726330718041
291.584139572517	-0.0709797176894294	3.78726330718041
282.664830306888	-0.0709797176894294	3.82042176217816
282.664830306888	-0.0709797176894294	3.82042176217816
282.82431801465	-0.0709797176894294	3.82042176217816
282.82431801465	-0.0709797176894294	3.82042176217816
284.819831931063	-0.0709797176894294	3.82042176217816
284.819831931063	-0.0709797176894294	3.82042176217816
287.164288275733	-0.0709797176894294	3.82042176217816
287.164288275733	0.0201230262512055	3.82042176217816
287.164288275733	-0.0307836336033891	3.83178906518476
290.761382472581	-0.108440241609385	3.83178906518476
290.761382472581	-0.0603743076377004	3.83178906518476
290.761382472581	-0.0659289163672854	3.83178906518476
290.761382472581	-0.0659289163672854	3.83178906518476
284.294572715134	-0.0659289163672854	3.83178906518476
283.496043681567	-0.0659289163672854	3.83178906518476
283.496043681567	-0.0659289163672854	3.83178906518476
287.990419102423	-0.131654654208372	3.83178906518476
286.671885396161	-0.131654654208372	3.83178906518476
286.671885396161	-0.0453393126171465	3.83178906518476
286.671885396161	-0.0418316605438194	3.83178906518476
286.671885396161	-0.0418316605438194	3.83178906518476
286.671885396161	-0.0418316605438194	3.83178906518476
286.671885396161	-0.0418316605438194	3.83178906518476
286.671885396161	-0.0418316605438194	3.83178906518476
288.111230275589	-0.0386579631624375	3.83178906518476
288.111230275589	-0.0386579631624375	3.83178906518476
288.111230275589	-0.0386579631624375	3.83178906518476
287.711139093013	-0.0386579631624375	3.88552725073108
287.711139093013	0.000257695211396257	3.88552725073108
287.711139093013	-0.113838816699419	3.85050083896103
287.711139093013	-0.136171817909114	3.85050083896103
287.711139093013	-0.136171817909114	3.85050083896103
291.253259828575	-0.062069720954683	3.85050083896103
291.253259828575	-0.062069720954683	3.85050083896103
291.253259828575	-0.062069720954683	3.85050083896103
288.752446111184	-0.0729129692195527	3.85050083896103
288.228858333301	-0.0729129692195527	3.85050083896103
288.228858333301	-0.0729129692195527	3.89942430641894
279.292075911898	-0.0729129692195527	3.78769173683036
279.292075911898	-0.0729129692195527	3.78769173683036
279.292075911898	-0.0729129692195527	3.78769173683036
279.292075911898	-0.0729129692195527	3.70434151431813
279.292075911898	-0.0729129692195527	3.70434151431813
279.292075911898	-0.0729129692195527	3.69656041714378
279.292075911898	-0.0729129692195527	3.69656041714378
279.352882775743	0.0615317544291525	3.86853965996116
279.352882775743	0.0615317544291525	3.86853965996116
279.352882775743	-0.0429011252355305	3.86853965996116
279.352882775743	-0.0179508426373115	3.79248282271952
279.352882775743	-0.0179508426373115	3.81862703240874
279.352882775743	-0.0179508426373115	3.78358973953999
279.352882775743	-0.113439541533647	3.78358973953999
279.352882775743	-0.113439541533647	3.78358973953999
281.102785321374	-0.113439541533647	3.78358973953999
281.102785321374	-0.11754249397973	3.76901573589321
281.102785321374	0.0896013690149754	3.76901573589321
281.102785321374	0.0896013690149754	3.79259249484006
281.102785321374	0.0896013690149754	3.82319241471469
281.102785321374	-0.107427362838558	3.7844628275525
282.831904056873	-0.0855399248339841	3.7844628275525
282.831904056873	-0.0855399248339841	3.74186035443352
282.831904056873	-0.0191982847442655	3.74186035443352
282.831904056873	-0.0191982847442655	3.74186035443352
282.831904056873	-0.0191982847442655	3.74186035443352
282.831904056873	-0.0191982847442655	3.74186035443352
282.831904056873	-0.0191982847442655	3.74186035443352
281.028564178177	-0.0731667350555812	3.74186035443352
281.028564178177	-0.0731667350555812	3.74186035443352
281.028564178177	-0.0731667350555812	3.77755077995012
282.450997201745	-0.0731667350555812	3.77755077995012
282.450997201745	0.0174039473696643	3.77755077995012
282.450997201745	-0.00455327700860995	3.77755077995012
282.450997201745	-0.00455327700860995	3.77755077995012
282.450997201745	0.0249634218967832	3.77755077995012
282.450997201745	0.0249634218967832	3.77755077995012
282.450997201745	0.0249634218967832	3.78071688706157
282.450997201745	-0.0691250650694038	3.78071688706157
282.450997201745	-0.0691250650694038	3.75635291081304
282.450997201745	0.0364344417587171	3.75635291081304
